term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
klischee,126,0.0366,0.0002,0.0855,0.0012,0.0002,0.0049,0.0003,0.0087,0.0002,0.0087
form,102,0.0132,0.0068,0.0916,0.0003,0.0002,0.0001,0.0003,0.0003,0.0002,0.0003
beschreiben,100,0.0058,0.0016,0.0071,0.0002,0.0488,0.0001,0.0161,0.0003,0.0491,0.0002
mensch,80,0.0008,0.0082,0.025,0.0318,0.0087,0.0022,0.0174,0.0197,0.0058,0.0004
stereotyp,75,0.0001,0.0208,0.0746,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002
sozial,68,0.0175,0.0102,0.0001,0.0002,0.0461,0.0002,0.0003,0.0122,0.0002,0.0002
toleranz,67,0.0049,0.0001,0.0116,0.0115,0.0002,0.0067,0.0003,0.0221,0.0315,0.0098
ursache,66,0.0196,0.0003,0.0004,0.0072,0.0002,0.0001,0.0815,0.0003,0.0002,0.0018
wahrnehmung,62,0.0001,0.0001,0.0002,0.0036,0.047,0.0001,0.0275,0.0003,0.0002,0.0056
folge,55,0.0318,0.0071,0.0007,0.0002,0.0002,0.0001,0.0315,0.0003,0.0002,0.0004
urteil,54,0.0001,0.0038,0.0002,0.026,0.0042,0.0001,0.0189,0.0054,0.0002,0.0131
möglichkeit,52,0.0125,0.0068,0.0008,0.0072,0.0002,0.0103,0.0006,0.0003,0.0136,0.0068
beispiel,51,0.0171,0.0003,0.0053,0.0001,0.0002,0.0117,0.0237,0.0003,0.0062,0.0003
erläutern,50,0.0117,0.0031,0.0146,0.0003,0.0185,0.0001,0.0092,0.0004,0.0002,0.0003
kritisch,48,0.0003,0.0005,0.0001,0.0001,0.0047,0.0271,0.0003,0.0138,0.0002,0.0162
medium,46,0.0151,0.0054,0.0179,0.0062,0.0002,0.0068,0.0079,0.0036,0.0002,0.0003
unterschiedlich,46,0.0159,0.0137,0.0015,0.0001,0.0021,0.0131,0.0046,0.0003,0.0002,0.0068
analysieren,43,0.0001,0.0268,0.0008,0.0083,0.0268,0.0001,0.0113,0.0004,0.0002,0.0002
