document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,1,0.4363023112477315,"seine Handlungen zukäme. Die Entwicklung willentlichen Handelns im Laufe der Evolution gründet auf der Fähigkeit zur Antizipation. Dazu gehören die gedankliche Vorwegnahme von Handlungsfolgen und von Bedürfnislagen sowie die entsprechende Anpassung des Verhaltens. Da aber aktuelle Bedürfnisse häufig in Konkurrenz zu den antizipierten zukünftigen stehen und einen unmittelbareren Einfluss haben, bedarf es geeigneter Kontrollmechanismen. Am Beispiel von Odysseus Vorbereitungen angesichts der",,,,2006.0,"Ethik, Philo"
1,15,0.9641025619026811,"Gymnasien, Kollegs und Abendgymnasien ersetzen die Teile A Bildung und Erziehung in der gymnasialen Oberstufe und B Fachübergreifende Kompetenzentwicklung des Rahmenlehrplans das bisherige Kapitel Die fachlichen Vorgaben bleiben unverändert. Eine Anpassung des Inhaltsverzeichnisses des vorliegenden Fachteils erfolgt im Zuge einer Neuentwicklung und Inkraftsetzung des Fachteiles C für das Fach Philosophie. Hinweis für die Handhabung des Sammelordners Rahmenlehrpläne der Sek II: In",Berlin,Gym,Sek2,2022.0,"Ethik, Philo"
2,9,0.5136097039784357,"schließen sich in einer Gruppe begründet einer Meinung an oder lehnen diese begründet ab und widersetzen sich Gruppendruck ggf. effektiv und in angemessener Form; dabei finden sie eine Balance zwischen Anpassung und Selbstbestimmung. nehmen die wachsende Verantwortung an, die mit der zunehmenden Freiheit im Jugendalter verbunden ist. Inhalte zu den Kompetenzen: körperliche, psychische und soziale Veränderungen in der Pubertät, u. a.",Bayern,Gym,7,,"Ethik, Philo"
3,9,0.9222221536575251,"verbunden ist. Inhalte zu den Kompetenzen: körperliche, psychische und soziale Veränderungen in der Pubertät, u. a. Entwicklung der Sexualität Identitätsbildung und die damit verbundene Unsicherheit Spannungsverhältnis zwischen selbstverantwortlicher Lebensgestaltung und Anpassung an andere, u. a. Peergroup: Gruppenzwang, z. B. Solidarität, Anerkennung, Normenbildung, Ideale, Idole, Kleiderordnung angemessenes Selbstwertgefühl durch den Vergleich von Fremd- und Selbstwahrnehmung: eigene Stärken und Schwächen Rechte und Pflichten",Bayern,Gym,7,,"Ethik, Philo"
4,4,0.9611111084466942,"vom in der Fassung vom .. bedingen eine Ausweitung der für das schriftliche Abitur prüfungsrelevanten Themen und Inhalte auf das Kurshalbjahr Q, das vor den Osterferien endet. Dies macht eine Anpassung der Kerncurricula der gymnasialen Oberstufe in allen Abiturprüfungsfächern notwendig. Die Änderungen betreffen die inhaltliche Anschlussfähigkeit der Q sowie gegebenenfalls notwendige Anpassungen in den vorherigen Kurshalbjahren. Die gymnasiale Oberstufe und das",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
5,7,0.9626666596068107,"Lebenswelt vor. Die prozessbezogenen Kompetenzen umfassen Fähigkeiten wie das Strukturieren und Modellieren, Implementieren, Kommunizieren und Darstellen sowie Begründen und Bewerten. Diese Kompetenzen bilden eine Grundlage für lebenslanges Lernen und die Anpassung an den Wandel in der Digitalisierung. Die Lernenden sollen die Funktionsweise und Struktur von Informatiksystemen verstehen, diese konstruieren können und sich mit den Wechselwirkungen zwischen Digitalisierung, Medienerziehung und Gesellschaft auseinandersetzen.",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
6,4,0.9641025631074169,"Q, das vor den Osterferien endet. Dies macht eine Anpassung der Kerncurricula der gymnasialen Oberstufe in allen Abiturprüfungsfächern notwendig. Die Änderungen betreffen die inhaltliche Anschlussfähigkeit der Q sowie gegebenenfalls notwendige Anpassungen in den vorherigen Kurshalbjahren. Die gymnasiale Oberstufe und das berufliche Gymnasium Ganzheitliches Lernen und Kompetenzorientierung in der gymnasialen Oberstufe und dem beruflichen Gymnasium Das Ziel der gymnasialen Oberstufe und des",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
7,5,0.9333331806499349,"ausgehend, Einstellungen und Verhaltensweisen auf ihren Sinn hin betrachten Zielvorstellungen und Methoden der Erziehung mittels Beispielen veranschaulichen, vergleichen und bewerten, z. B. Erziehung als Ziehen, Führung, Regierung und Zucht, Wachsenlassen, Anpassung und Lebenhelfen - Was möchte ich lernen, um mein Eigene Neigungen und Interessen Leben meinen Wünschen entspresowie Fähigkeiten und Möglichkeiten chend zu gestalten des Lernens wahrnehmen und einschätzen und auf",MeckPomm,,5-6,,"Ethik, Philo"
8,12,0.9533333302178473,"aus Grundsatzband und Fachlehrplänen. An der Erarbeitung des Fachlehrplans haben mitgewirkt: Dittrich, Frank Dessau Kurtz, Peter Naumburg/Schulpforte Dr. Reuter, Michael Magdeburg Dr. Schmidt, Ralf Halle Leitung der Fachgruppe An der Anpassung des Fachlehrplans zu den Schwerpunkten Nachhaltigkeit, Bildung in der digitalen Welt, Stärkung bildungssprachlicher Kompetenzen und den Ergebnissen nach der Erprobung des Fachlehrplans haben mitgewirkt: Dittrich, Frank Dessau Hesse, Alexander Dessau",Sachsen-Anhalt,Gym,,2022.0,"Ethik, Philo"
9,8,0.7613640822797326,"Dessau Kurtz, Peter Naumburg/Schulpforte Schäfer, Daniel Wanzleben Sinde, Dagmar Burg Dr. Träger, Johannes Halle Leitung der Fachgruppe Herausgeber: Ministerium für Bildung des Landes Sachsen-Anhalt Turmschanzenstr. Magdeburg In Kraft seit , Anpassung Inhaltsverzeichnis Seite Bildung und Erziehung im Fach Ethikunterricht Kompetenzentwicklung im Fach Ethikunterricht Kompetenzentwicklung in den Schuljahrgängen Übersicht Schuljahrgänge / Schuljahrgänge / Schuljahrgang Schuljahrgang Einführungsphase Schuljahrgänge / Qualifikationsphase Bildung und Erziehung",Sachsen-Anhalt,Gym,,2022.0,"Ethik, Philo"
