document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,2,0.3715970722251597,"Fach Praktische Philosophie fußt auf der Sach-, Methoden- und Urteilskompetenz und bedeutet, dass die erworbene Orientierung im Denken zu eigenen verantwortbaren Handlungsoptionen führt. Die Handlungskompetenz zielt auf die Beteiligung an rationalen Diskursen, in denen auch die Perspektive anderer berücksichtigt wird, um sich mit ihnen respektvoll und sprachlich angemessen austauschen zu können. Das eigene Handeln jederzeit zu reflektieren und die argumentative Beteiligung",NRW,,Sek1,2024.0,"Ethik, Philo"
1,5,0.9756238466372066,"untersuchen verschiedene ethische Positionen und erfassen deren Tragweite, - erläutern unterschiedliche Lösungswege für moralische Problemstellungen. Diskutieren und Urteilen Für die Persönlichkeitsentwicklung ist es besonders förderlich, eigene Positionen im Rahmen eines rationalen, von Offenheit und Fairness geprägten Diskurses zu präsentieren, zu legitimieren und ggf. zu revidieren. Denn erst im argumentativen Austausch mit anderen Menschen kann die Befähigung zur ethischen Urteilsbildung hinreichend entfaltet",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
2,2,0.7323578754773666,"Vorgehen des Odysseus. Deren Konzeption beginnt mit dem Erkennen dauerhaft wertgeschätzter Bedürfnisse Bedürfnisantizipation. Danach kann eine Selbstkontrollstrategie Immunisierungsstrategie gegen mögliche zukünftige, als nicht substantiell oder sogar als schädlich erkannte Bedürfnisse rational entworfen werden. Eine muss auf das gewählte Beispiel bezogen skizziert werden. Im Fall materiellen Konsums Kaufrausch etwa: Vermeidung von Shoppingtouren als Freizeitvergnügen, Schaufensterbummel nur nach Geschäftsschluss, Einkaufen nur in Begleitung",,,,2006.0,"Ethik, Philo"
3,3,0.338066688980541,"ethischer Egoismus ist Maßstab für die moralische Beurteilung einer Handlung. Aktuelle Versionen des Utilitarismus Präferenzutilitarismus; Singer / Hoerster gehen vom Begriff des Interesses aus. Z.B. unterscheidet Hoerster das Überlebensinteresse als rationale Orientierung an der Zukunft vom Überlebensinstinkt vieler Lebewesen, die keine Zukunftsorientierung kennen. Das Vorhandensein dieses bewussten Überlebensinteresses unterscheidet den Menschen als Person von dem Menschen als Gattungswesen. Der Embryo ist",,,,2006.0,"Ethik, Philo"
4,5,0.5448316560358757,"wie komplex konkrete Probleme in den Bereichsethiken sein können und dass umfangreiche Information für ein qualifiziertes Urteil notwendig ist. Sie sollen zugleich auch lernen, dass zunächst unübersichtlich erscheinende Situationen der rationalen Analyse und der Verständigung über Lösungen zugänglich sind, die ethisch zu verantworten sind. Ziel des Fachs ist es hier nicht zuletzt, die Schülerinnen und Schüler zu befähigen, sowohl ihre Lebensgestaltungschancen",,,,2006.0,"Ethik, Philo"
5,3,0.9573423784029274,"Anfängen wurden dazu widersprüchliche Positionen formuliert und die fachwissenschaftliche Diskussion darüber ist eine genuin philosophische Form der Auseinandersetzung. Die heute verbreitete Auffassung von Philosophie als Reflexionswissenschaft legt besonderen Wert auf Rationalität und betont deren prinzipielle Offenheit hinsichtlich der Inhalte, die zum möglichen Gegenstand einer Reflexion werden können. Über alle Unterschiede im Selbstverständnis von Philosophie hinweg lässt sich als Gemeinsamkeit festhalten: Das",Berlin,Gym,Sek2,2022.0,"Ethik, Philo"
6,2,0.5256790696633441,"Standpunkt, gehen aber auch auf andere Argumente ein und differenzieren bzw. revidieren ihre Urteile ggf. im Gespräch. Ebenso überprüfen sie mündliche und schriftliche Beiträge anderer im Hinblick auf die Grundprinzipien rationalen Argumentierens. kontrollieren in Konfliktsituationen ihre Wut. versetzen sich in die Situation von Mobbingopfern. Sie sind sich der Bedeutung der Zuschauer bewusst und tragen zur Beendigung von Mobbingfällen bei. Inhalte zu",Bayern,Gym,7,,"Ethik, Philo"
7,2,0.8950731493150352,"z. B. unaufrichtiges Nachgeben Mobbing: Wirkung auf die Betroffenen, Rollenverteilung, Möglichkeiten zur Vermeidung bzw. Beendigung, Cybermobbing ein Konfliktlösungsmodell Strategien zur Selbstkontrolle von Wut, z. B. Selbstinstruktionen, Wutprotokoll, körperliche Aktivität Grundprinzipien rationalen Argumentierens: Folgerichtigkeit, Widerspruchsfreiheit, Wahrheitsverpflichtung und Überprüfbarkeit Eth Lernbereich : Erwachsen werden ca. Std. Kompetenzerwartungen Die Schülerinnen und Schüler ... reflektieren die Veränderungen, die in der Pubertät mit ihrem Körper, ihren",Bayern,Gym,7,,"Ethik, Philo"
8,3,0.9794348536858549,"ästhetisch-expressive Begegnung und Gestaltung Sprache/Literatur, Musik/bildende und theatrale Kunst/physische Expression normativ-evaluative Auseinandersetzung mit Wirtschaft und Gesellschaft Geschichte, Politik, Ökonomie, Recht, Wirtschaft, Gesundheit und Soziales einen Modus, in dem Probleme konstitutiver Rationalität behandelt werden und über die Bedingungen menschlicher Erkenntnis und menschlichen In-der-Welt-Seins nachgedacht wird Religion, Ethik und Philosophie. Jeder dieser gleichrangigen Modi bietet also eine eigene Art und Weise, die Wirklichkeit",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
9,3,0.9570379116813271,"verbindlich: Themenfelder - E. Menschen- und Weltbilder in den Religionen Konsequenzen anthropologischer Konzeptionen Gesellschaft und Mensch: Menschenbilder in den Religionen Mensch und Freiheit religiöse Geschichtsauffassungen Mythologie E. Glaube und Vernunft Rationale Letztbegründungskonzepte zum Beispiel Platon Erfahrung, Transzendenz, Glaube, religiöse Moralbegründung Erscheinung und Idee: Höhlengleichnis Probleme religiöser Sprache und Begrifflichkeiten ontologische Differenz E. Religionskritik Religionskritische Perspektiven zum Beispiel Freud, Marx Anthropologie Psychologie",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
10,4,0.7729706499837999,"und des Selbst Begriffsanalyse: Natur und Kultur Bild fü hh lti E t i kl Verstand und Gefühl Fähigkeit zur Reflexion Mensch als Vernunftwesen freier Wille Motive, Affekte und Leidenschaften Rationalität der Gefühle Verhältnis von Geist und Gehirn künstliche Intelligenz Stationenlernen selbstständiges Texterschließen mit Anleitung Interdisziplinarität und Mehrperspektivität Methodenbewusstsein Kennen ausgewählter Sichtweisen auf die Entwicklung personaler Identität Selbstsein und derselbe sein",Sachsen,Gym,,2019.0,"Ethik, Philo"
11,2,0.422623461179786,der verschiedenen Antworten trägt sie zur Orientierung der Schüler in der Gesellschaft sowie zur Reflexion von Erkenntnisprozessen und der eigenen Lebensführung bei. Der Grundkurs Philosophie fordert zum Meinungsaustausch und zur rational begründeten Argumentation auf und unterstützt damit die Entwicklung von Reflexionsfähigkeit und Werteorientierung. Es fördert die Toleranz gegenüber anderen Standpunkten wie auch die kritische Distanz gegenüber der eigenen Position. Indem die,Sachsen,Gym,,2019.0,"Ethik, Philo"
12,2,0.42093285600110686,"einzunehmen und diese argumentativ zu vertreten. Die Lernbereiche beziehen sich auf die folgenden Disziplinen der Philosophie: Anthropologie Ästhetik Erkenntnistheorie Geschichtsphilosophie Strukturierung In einem lebensweltbezogenen und handlungsorientierten Philosophieunterricht lernen die Schüler, rational begründete Argumente auszutauschen. In Rede und Gegenrede werden intellektuelle Schärfe, Kritikfähigkeit didaktische Grundsätze g g Die Schüler setzen sich intensiv mit philosophischen Texten auseinander und üben, Begriffe aus ihrem Zusammenhang",Sachsen,Gym,,2019.0,"Ethik, Philo"
13,2,0.9594247738716549,"Problemen der Erkenntnis Wahrnehmungstäuschungen Sprache und Erkenntnis Beurteilung von Erfahrungen Objektivität und Subjektivität Wahrnehmungsübungen Begriffsanalyse: Wahrnehmung und Erkenntnis Kennen ausgewählter erkenntnistheoretischer Ansätze empirisch Wahrnehmung, Erfahrung und die Realität der Außenwelt rational Gedanken, Vorstellungen Tatsachen und Urteile Wahrnehmung und Denken phänomenologisch innere Wahrnehmung, Körperempfindungen, Emotionen, Subjektivität, Intuition, Intentionalität Fallbeispiele selbstständiges Texterschließen mit Anleitung Kennen ausgewählter Probleme der Erkenntnis in den Wissenschaften Naturwissenschaften",Sachsen,Gym,,2019.0,"Ethik, Philo"
