document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,6,0.6224484465596847,"sowie der Verantwortung für sich, andere und die Welt, untersuchen philosophische Positionen in ihren Grundgedanken, entwickeln Ideen zur Lösung elementarer philosophischer Problemstellungen, beschreiben Erscheinungsformen und Probleme von Gemeinschaften, formulieren Grundprobleme moralischen Urteilens und Handelns, diskutieren den Einfluss von Medien auf Urteile und Handlungen, erklären die Bedeutung von Vielfalt für das Leben in einer pluralen Welt, erläutern Grundprobleme des Wahrnehmens und Erkennens,",NRW,,Sek1,2024.0,"Ethik, Philo"
1,6,0.6256108139309465,"dem Sinn des Lebens sowie der eigenen und der globalen Verantwortung, untersuchen philosophische Positionen, entwickeln Ideen zur Lösung philosophischer Problemstellungen, beschreiben Erscheinungsformen und Probleme von Gesellschaften und Staatsformen, erläutern Grundprobleme moralischen Urteilens und Handelns, diskutieren den eigenen und gesellschaftlichen Umgang mit Medien und den Einfluss von Medien auf Urteile und Handlungen, erläutern die Bedeutung von Vielfalt, unterschiedlichen Kulturen und religiösen Ausdrucksformen",NRW,,Sek1,2024.0,"Ethik, Philo"
2,3,0.3921800406239427,des Menschen für sich selbst und die Welt. Im Fokus steht das Verhältnis von Freiheit und Verantwortung der Einzelper son sowie verantwortliches Handeln in der Gesellschaft. Es werden die Gültigkeit moralischer Maßstäbe im interkulturellen Kontext sowie die Auswirkungen menschlichen Handelns auf die eigene unmittelbare Lebenswelt und die Natur in den Blick genommen. Auf der Grundlage der Prüfung unterschiedlicher Positionen wird ein,NRW,,Sek1,2024.0,"Ethik, Philo"
3,1,0.9723093681536203,"Auseinandersetzung mit Wirklichkeit und Wahrheitsansprüchen, Entwicklung ethischer Urteilsfähigkeit sowie Werteorientierung in lebensanschaulichen und religiösen Diskursen und lauten: - Fragen nach dem Ich, - Fragen nach der Zukunft, - Fragen nach Moral und Ethik, - Fragen nach der Wirklichkeit, - Fragen nach Orientierungsmöglichkeiten. Die inhaltsbezogenen Kompetenzbereiche sind im Unterrichtskontext systematisch und kumulativ zu festigen. Dies geschieht dadurch, dass den Schuljahrgängen und Kompetenzbereichen",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
4,1,0.5453570155089424,Beziehungen Das Ich und seine sozialen Rollen Entwicklung und Gestaltung von Identität Fragen nach der Zukunft Glück und Lebensgestaltung Konstruktiver Umgang mit Krisen Verantwortung für Natur und Umwelt Fragen nach Moral und Ethik Regeln für das Zusammenleben Liebe und Sexualität Ethische Grundlagen für Konfliktlösungen Fragen nach der Wirklichkeit Leben in Vielfalt Menschenrechte und Menschenwürde Wahrheit und Wirklichkeit Fragen nach Orientierungsmöglichkeiten Aspekte,Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
5,5,0.9713985307894963,"ihre Empathie gegenüber älteren Menschen. Eine intensive Beschäftigung mit diesen Aspekten leistet somit einen wichtigen Beitrag, damit die Schülerinnen und Schüler der Zukunft realistisch, verantwortungsbewusst und selbstbejahend entgegentreten. Fragen nach Moral und Ethik Moralische Normen bieten für die Schülerinnen und Schüler Orientierung und Verlässlichkeit im Alltag. Eben dort erfahren die Schülerinnen und Schüler aber auch, dass im menschlichen Miteinander Interessen kollidieren",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
6,6,0.6761276703565939,"stehen. Zudem erleben die Schülerinnen und Schüler in ihrem persönlichen Umfeld und auch in den Medien, dass Konflikten mit Gewalt oder Gleichgültigkeit begegnet wird. Durch eine Auseinandersetzung mit Fragen nach Moral und Ethik werden die Schülerinnen und Schüler dafür sensibilisiert, Ausprägungen und Ursachen verschiedener Konflikte zu erkennen und nach Möglichkeiten für eine friedliche Konfliktlösung zu suchen. Dafür ist eine ethische Reflexion",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
7,1,0.9681845383055987,"Schülerinnen und Schülern möglich, eine eigene Haltung zu den tragenden Werten und Normen einer menschenwürdigen und demokratischen Gesellschaft sowie eines gerechten und verantwortungsvollen Miteinanders zu entwickeln. Dem Kompetenzbereich Fragen nach Moral und Ethik kommt also im Rahmen des zentralen didaktischen Bereichs Entwicklung der ethischen Urteilsfähigkeit eine besondere Bedeutung zu. Fragen nach der Wirklichkeit Die Lebenswirklichkeit der Schülerinnen und Schüler ist mehr",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
8,1,0.9795507324918119,"Umgang mit Erfolg bzw. Misserfolg. Trost, Lob, Anerkennung, Wertschätzung relativen Erfolgs, Inanspruchnahme fremder Hilfe, Bescheidenheit, realistische Selbsteinschätzung, Aufstiegsmöglichkeiten, Versagensängste, Förderprogramme ... Grundbegriffe: Erfolg/Misserfolg, glückliches Leben, Verantwortungsbewusstsein Inhaltsbezogener Kompetenzbereich: Fragen nach Moral und Ethik Leitthema: Regeln für das Zusammenleben Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und Schüler ... benennen verschiedene Regeln, Normen und Rituale sowie",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
9,7,0.9790643204605927,"Kommunikation, Stärkung sozialer Kontakte, Hobbys z. B. Sport, Musik, gesellschaftliches Engagement z. B. NABU, Kirche, Aufgreifen religiöser und weltanschaulicher Lebensorientierungen ... Grundbegriffe: Krise, Orientierung, Prävention, Sucht Inhaltsbezogener Kompetenzbereich: Fragen nach Moral und Ethik Leitthema: Liebe und Sexualität Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und Schüler ... erläutern Begriffe im Themenfeld Liebe und Sexualität. Romantik,",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
